nivel,objeto,taxonomia_id,area,principal,confianza,fuente,asignada_en
acta,argentinadatos:senado:2517,CYT.CIENCIA,CYT,1,0.85,agente:texto,2026-07-22T21:34:49Z
acta,argentinadatos:senado:2517,CYT.PI,CYT,0,0.85,agente:texto,2026-07-22T21:34:49Z
acta,argentinadatos:senado:2517,DERSOC.DDHH,DERSOC,0,0.85,agente:texto,2026-07-22T21:34:49Z
acta,argentinadatos:senado:2517,SALUD.SISTEMA,SALUD,0,0.85,agente:texto,2026-07-22T21:34:49Z
acta,argentinadatos:senado:2518,AUX.TRAMITE,AUX,1,0.95,agente:texto,2026-07-22T21:34:51Z
acta,argentinadatos:senado:2519,AMB.BOSQUE,AMB,1,0.95,agente:texto,2026-07-22T21:34:54Z
acta,argentinadatos:senado:2519,AUX.HOMENAJE,AUX,0,0.95,agente:texto,2026-07-22T21:34:54Z
acta,argentinadatos:senado:2519,ECON.EMERG,ECON,0,0.95,agente:texto,2026-07-22T21:34:54Z
acta,argentinadatos:senado:2519,INFRA.VIVIENDA,INFRA,0,0.95,agente:texto,2026-07-22T21:34:54Z
acta,argentinadatos:senado:2521,AUX.TRAMITE,AUX,1,0.95,agente:texto,2026-07-22T21:34:56Z
acta,argentinadatos:senado:2522,JUST.JUDIC,JUST,0,0.85,agente:texto,2026-07-22T21:35:00Z
acta,argentinadatos:senado:2522,POLINST.ETICA,POLINST,1,0.85,agente:texto,2026-07-22T21:35:00Z
acta,argentinadatos:senado:2523,AUX.TRAMITE,AUX,1,0.95,agente:texto,2026-07-22T21:35:02Z
acta,argentinadatos:senado:2524,AUX.TRAMITE,AUX,1,0.95,agente:texto,2026-07-22T21:35:04Z
acta,argentinadatos:senado:2525,CYT.CIBER,CYT,0,0.7,agente:texto,2026-07-22T21:35:07Z
acta,argentinadatos:senado:2525,POLINST.ETICA,POLINST,1,0.7,agente:texto,2026-07-22T21:35:07Z
acta,argentinadatos:senado:2526,CYT.CIBER,CYT,1,0.7,agente:texto,2026-07-22T21:33:46Z
acta,argentinadatos:senado:2526,ECON.MON,ECON,0,0.7,agente:texto,2026-07-22T21:33:46Z
acta,argentinadatos:senado:2526,POLINST.ETICA,POLINST,0,0.7,agente:texto,2026-07-22T21:33:46Z
acta,argentinadatos:senado:2527,AUX.TRAMITE,AUX,0,0.85,agente:texto,2026-07-22T21:33:49Z
acta,argentinadatos:senado:2527,CYT.CIBER,CYT,0,0.85,agente:texto,2026-07-22T21:33:49Z
acta,argentinadatos:senado:2527,ECON.MON,ECON,1,0.85,agente:texto,2026-07-22T21:33:49Z
acta,argentinadatos:senado:2527,POLINST.ETICA,POLINST,1,0.75,manual,2026-09-07T19:08:32Z
acta,argentinadatos:senado:2528,CYT.CIBER,CYT,0,0.75,agente:texto,2026-07-22T21:33:52Z
acta,argentinadatos:senado:2528,ECON.MON,ECON,1,0.75,agente:texto,2026-07-22T21:33:52Z
acta,argentinadatos:senado:2529,AUX.TRAMITE,AUX,1,0.95,agente:texto,2026-07-22T21:33:55Z
acta,argentinadatos:senado:2530,AUX.HOMENAJE,AUX,1,0.95,agente:texto,2026-07-22T21:33:58Z
acta,argentinadatos:senado:2531,AUX.TRAMITE,AUX,1,0.95,agente:texto,2026-07-22T21:35:23Z
acta,argentinadatos:senado:2532,DEF.DEFENSA,DEF,1,0.95,agente:texto,2026-07-22T21:35:26Z
acta,argentinadatos:senado:2532,DEF.EXTERIOR,DEF,0,0.95,agente:texto,2026-07-22T21:35:26Z
acta,argentinadatos:senado:2532,TRAB.EMPLEOPUB,TRAB,0,0.95,agente:texto,2026-07-22T21:35:26Z
acta,argentinadatos:senado:2533,DEF.DEFENSA,DEF,1,0.75,agente:texto,2026-07-22T21:35:29Z
acta,argentinadatos:senado:2533,DEF.EXTERIOR,DEF,0,0.75,agente:texto,2026-07-22T21:35:29Z
acta,argentinadatos:senado:2533,POLINST.ORGEST,POLINST,0,0.75,agente:texto,2026-07-22T21:35:29Z
acta,argentinadatos:senado:2534,POLINST.ELECT,POLINST,1,0.95,agente:texto,2026-07-22T21:34:08Z
acta,argentinadatos:senado:2535,JUST.JUDIC,JUST,1,0.95,agente:texto,2026-07-22T21:34:11Z
acta,argentinadatos:senado:2536,JUST.PENAL,JUST,1,0.95,agente:texto,2026-07-22T21:34:13Z
acta,argentinadatos:senado:2537,JUST.PENAL,JUST,1,0.95,agente:texto,2026-07-22T21:34:15Z
acta,argentinadatos:senado:2538,JUST.PENAL,JUST,1,0.95,agente:texto,2026-07-22T21:34:19Z
acta,argentinadatos:senado:2539,JUST.PENAL,JUST,1,0.95,agente:texto,2026-07-22T21:34:21Z
acta,argentinadatos:senado:2540,JUST.NARCO,JUST,1,0.85,agente:texto,2026-07-22T21:34:24Z
acta,argentinadatos:senado:2540,JUST.PENAL,JUST,0,0.85,agente:texto,2026-07-22T21:34:24Z
acta,argentinadatos:senado:2540,JUST.SEGINT,JUST,0,0.85,agente:texto,2026-07-22T21:34:24Z
acta,argentinadatos:senado:2541,AUX.TRAMITE,AUX,1,1.0,agente:texto,2026-07-22T21:34:26Z
acta,argentinadatos:senado:2542,AUX.TRAMITE,AUX,0,0.95,agente:texto,2026-07-22T21:33:12Z
acta,argentinadatos:senado:2542,JUST.JUDIC,JUST,1,0.95,agente:texto,2026-07-22T21:33:12Z
acta,argentinadatos:senado:2543,AUX.TRAMITE,AUX,0,0.95,agente:texto,2026-07-22T21:33:14Z
acta,argentinadatos:senado:2543,JUST.JUDIC,JUST,1,0.95,agente:texto,2026-07-22T21:33:14Z
acta,argentinadatos:senado:2544,AUX.TRAMITE,AUX,1,0.95,agente:texto,2026-07-22T21:33:17Z
acta,argentinadatos:senado:2545,AUX.TRAMITE,AUX,1,1.0,agente:texto,2026-07-22T21:33:19Z
acta,argentinadatos:senado:2546,AUX.TRAMITE,AUX,1,0.95,agente:texto,2026-07-22T21:33:21Z
acta,argentinadatos:senado:2547,AUX.TRAMITE,AUX,1,0.95,agente:texto,2026-07-22T21:34:40Z
acta,argentinadatos:senado:2548,AUX.TRAMITE,AUX,1,0.95,agente:texto,2026-07-22T21:34:43Z
acta,argentinadatos:senado:2549,AUX.TRAMITE,AUX,1,0.95,agente:texto,2026-07-22T21:34:45Z
acta,argentinadatos:senado:2550,AUX.TRAMITE,AUX,1,0.95,agente:texto,2026-07-22T21:33:23Z
acta,argentinadatos:senado:2551,AUX.TRAMITE,AUX,1,0.95,agente:texto,2026-07-22T21:33:26Z
acta,argentinadatos:senado:2552,DEF.TRATADO,DEF,1,0.95,agente:texto,2026-07-22T21:33:29Z
acta,argentinadatos:senado:2552,ECON.TRIB,ECON,0,0.95,agente:texto,2026-07-22T21:33:29Z
acta,argentinadatos:senado:2552,INFRA.TELECOM,INFRA,0,0.95,agente:texto,2026-07-22T21:33:29Z
acta,argentinadatos:senado:2552,JUST.PENAL,JUST,0,0.95,agente:texto,2026-07-22T21:33:29Z
acta,argentinadatos:senado:2553,AUX.HOMENAJE,AUX,0,0.75,agente:texto,2026-07-22T21:33:32Z
acta,argentinadatos:senado:2553,ECON.EMERG,ECON,1,0.75,agente:texto,2026-07-22T21:33:32Z
acta,argentinadatos:senado:2554,POLINST.ETICA,POLINST,1,0.95,agente:texto,2026-07-22T21:33:34Z
acta,argentinadatos:senado:2555,AUX.TRAMITE,AUX,1,1.0,agente:texto,2026-07-22T21:33:36Z
acta,argentinadatos:senado:2556,AUX.TRAMITE,AUX,1,0.95,agente:texto,2026-07-22T21:33:39Z
acta,argentinadatos:senado:2557,ECON.EMERG,ECON,0,0.95,agente:texto,2026-07-22T21:33:42Z
acta,argentinadatos:senado:2557,SALUD.DISCAP,SALUD,1,0.95,agente:texto,2026-07-22T21:33:42Z
acta,argentinadatos:senado:2558,AUX.TRAMITE,AUX,1,0.95,agente:texto,2026-07-22T21:32:37Z
acta,argentinadatos:senado:2559,ECON.EMERG,ECON,1,0.95,agente:texto,2026-07-22T21:32:40Z
acta,argentinadatos:senado:2559,POLINST.ORGEST,POLINST,0,0.95,agente:texto,2026-07-22T21:32:40Z
acta,argentinadatos:senado:2560,AUX.HOMENAJE,AUX,1,0.95,agente:texto,2026-07-22T21:32:42Z
acta,argentinadatos:senado:2561,AUX.TRAMITE,AUX,1,0.95,agente:texto,2026-07-22T21:32:44Z
acta,argentinadatos:senado:2562,ECON.COPART,ECON,0,0.9,agente:texto,2026-07-22T21:32:47Z
acta,argentinadatos:senado:2562,ECON.PRESU,ECON,1,0.9,agente:texto,2026-07-22T21:32:47Z
acta,argentinadatos:senado:2562,ECON.TRIB,ECON,0,0.9,agente:texto,2026-07-22T21:32:47Z
acta,argentinadatos:senado:2562,ENER.COMBUS,ENER,0,0.9,agente:texto,2026-07-22T21:32:47Z
acta,argentinadatos:senado:2563,ECON.COPART,ECON,1,0.9,agente:texto,2026-07-22T21:34:01Z
acta,argentinadatos:senado:2563,ECON.PRESU,ECON,0,0.9,agente:texto,2026-07-22T21:34:01Z
acta,argentinadatos:senado:2564,DEF.DEFENSA,DEF,1,0.95,agente:texto,2026-07-22T21:34:03Z
acta,argentinadatos:senado:2565,AUX.TRAMITE,AUX,1,0.95,agente:texto,2026-07-22T21:34:06Z
acta,argentinadatos:senado:2566,AUX.TRAMITE,AUX,1,0.95,agente:texto,2026-07-22T21:32:50Z
acta,argentinadatos:senado:2567,AUX.TRAMITE,AUX,1,0.95,agente:texto,2026-07-22T21:32:53Z
acta,argentinadatos:senado:2568,AUX.TRAMITE,AUX,1,0.95,agente:texto,2026-07-22T21:32:55Z
acta,argentinadatos:senado:2569,AUX.TRAMITE,AUX,1,0.95,agente:texto,2026-07-22T21:32:59Z
acta,argentinadatos:senado:2570,AUX.TRAMITE,AUX,1,0.95,agente:texto,2026-07-22T21:33:01Z
acta,argentinadatos:senado:2571,ECON.PRESU,ECON,0,0.95,agente:texto,2026-07-22T21:33:04Z
acta,argentinadatos:senado:2571,EDU.SUPERIOR,EDU,1,0.95,agente:texto,2026-07-22T21:33:04Z
acta,argentinadatos:senado:2571,TRAB.LABOR,TRAB,0,0.95,agente:texto,2026-07-22T21:33:04Z
acta,argentinadatos:senado:2572,AUX.TRAMITE,AUX,1,0.95,agente:texto,2026-07-22T21:33:06Z
acta,argentinadatos:senado:2574,DERSOC.NINEZ,DERSOC,0,0.85,agente:texto,2026-07-22T21:33:09Z
acta,argentinadatos:senado:2574,ECON.EMERG,ECON,0,0.85,agente:texto,2026-07-22T21:33:09Z
acta,argentinadatos:senado:2574,SALUD.SISTEMA,SALUD,1,0.85,agente:texto,2026-07-22T21:33:09Z
acta,argentinadatos:senado:2575,AUX.TRAMITE,AUX,1,0.95,agente:texto,2026-07-22T21:31:58Z
acta,argentinadatos:senado:2576,ECON.EMERG,ECON,0,0.95,agente:texto,2026-07-22T21:32:01Z
acta,argentinadatos:senado:2576,SALUD.DISCAP,SALUD,1,0.95,agente:texto,2026-07-22T21:32:01Z
acta,argentinadatos:senado:2577,POLINST.CONST,POLINST,1,0.95,agente:texto,2026-07-22T21:32:03Z
acta,argentinadatos:senado:2578,POLINST.CONST,POLINST,1,0.95,agente:texto,2026-07-22T21:32:07Z
acta,argentinadatos:senado:2586,JUST.PENAL,JUST,1,0.95,agente:texto,2026-07-22T21:32:28Z
acta,argentinadatos:senado:2588,AUX.HOMENAJE,AUX,0,0.95,agente:texto,2026-07-22T21:32:31Z
acta,argentinadatos:senado:2588,CULT.CULTURA,CULT,1,0.95,agente:texto,2026-07-22T21:32:31Z
acta,argentinadatos:senado:2589,ECON.EMERG,ECON,0,0.95,agente:texto,2026-07-22T21:32:34Z
acta,argentinadatos:senado:2589,POLINST.ORGEST,POLINST,0,0.95,agente:texto,2026-07-22T21:32:34Z
acta,argentinadatos:senado:2589,SALUD.DISCAP,SALUD,1,0.95,agente:texto,2026-07-22T21:32:34Z
acta,argentinadatos:senado:2594,AUX.TRAMITE,AUX,0,0.85,agente:texto,2026-07-22T21:32:10Z
acta,argentinadatos:senado:2594,TRAB.EMPLEOPUB,TRAB,1,0.85,agente:texto,2026-07-22T21:32:10Z
acta,argentinadatos:senado:2594,TRAB.PREV,TRAB,0,0.85,agente:texto,2026-07-22T21:32:10Z
acta,argentinadatos:senado:2595,AUX.TRAMITE,AUX,0,0.95,agente:texto,2026-09-06T14:06:37Z
acta,argentinadatos:senado:2595,ECON.EMERG,ECON,0,0.95,agente:texto,2026-09-06T14:06:37Z
acta,argentinadatos:senado:2595,SALUD.SISTEMA,SALUD,1,0.95,agente:texto,2026-09-06T14:06:37Z
acta,argentinadatos:senado:2596,AUX.TRAMITE,AUX,1,0.95,agente:texto,2026-07-22T21:32:14Z
acta,argentinadatos:senado:2598,ECON.PRESU,ECON,0,0.95,agente:texto,2026-09-06T14:33:00Z
acta,argentinadatos:senado:2598,EDU.SUPERIOR,EDU,1,0.95,agente:texto,2026-09-06T14:33:00Z
acta,argentinadatos:senado:2598,TRAB.LABOR,TRAB,0,0.95,agente:texto,2026-09-06T14:33:00Z
acta,argentinadatos:senado:2599,AUX.HOMENAJE,AUX,1,0.95,agente:texto,2026-07-22T21:32:16Z
acta,argentinadatos:senado:2604,AUX.TRAMITE,AUX,1,0.95,agente:texto,2026-07-22T21:31:55Z
acta,argentinadatos:senado:2608,ECON.PRESU,ECON,1,0.99,agente:texto,2026-09-06T14:45:35Z
acta,argentinadatos:senado:2609,ECON.PRESU,ECON,1,0.99,agente:texto,2026-09-06T13:46:31Z
acta,argentinadatos:senado:2614,ECON.PRESU,ECON,1,0.99,agente:texto,2026-09-06T14:09:21Z
acta,argentinadatos:senado:2692,DEF.TRATADO,DEF,1,0.95,agente:texto,2026-09-06T14:51:54Z
acta,argentinadatos:senado:2692,PROD.COMEX,PROD,0,0.95,agente:texto,2026-09-06T14:51:54Z
acta,argentinadatos:senado:2706,AUX.TRAMITE,AUX,0,0.95,agente:texto,2026-09-06T13:36:35Z
acta,argentinadatos:senado:2706,EDU.SUPERIOR,EDU,0,0.95,agente:texto,2026-09-06T13:36:35Z
acta,argentinadatos:senado:2706,TRAB.PREV,TRAB,1,0.95,agente:texto,2026-09-06T13:36:35Z
acta,argentinadatos:senado:2710,DESREG.MODEST,DESREG,0,0.95,agente:texto,2026-09-06T13:31:54Z
acta,argentinadatos:senado:2710,ECON.EMERG,ECON,0,0.95,agente:texto,2026-09-06T13:31:54Z
acta,argentinadatos:senado:2710,PROD.AGRO,PROD,1,0.95,agente:texto,2026-09-06T13:31:54Z
acta,argentinadatos:senado:2711,AUX.TRAMITE,AUX,1,0.95,agente:texto,2026-09-06T14:00:43Z
acta,argentinadatos:senado:2716,JUST.JUDIC,JUST,1,0.95,agente:texto,2026-09-06T14:20:19Z
acta,argentinadatos:senado:2716,POLINST.ETICA,POLINST,0,0.95,agente:texto,2026-09-06T14:20:19Z
acta,argentinadatos:senado:2718,DEF.EXTERIOR,DEF,0,0.95,agente:texto,2026-09-06T13:31:18Z
acta,argentinadatos:senado:2718,DEF.TRATADO,DEF,1,0.95,agente:texto,2026-09-06T13:31:18Z
acta,argentinadatos:senado:2718,TRAB.PREV,TRAB,0,0.95,agente:texto,2026-09-06T13:31:18Z
acta,argentinadatos:senado:2720,ECON.DEUDA,ECON,1,0.95,agente:texto,2026-09-06T13:49:04Z
acta,argentinadatos:senado:2736,ECON.PRESU,ECON,0,0.75,agente:texto,2026-09-06T13:34:52Z
acta,argentinadatos:senado:2736,ENER.HIDRO,ENER,1,0.75,agente:texto,2026-09-06T13:34:52Z
acta,argentinadatos:senado:2736,INFRA.OBRA,INFRA,0,0.75,agente:texto,2026-09-06T13:34:52Z
acta,argentinadatos:senado:2738,DESREG.EMPUB,DESREG,0,0.75,agente:texto,2026-09-06T13:33:57Z
acta,argentinadatos:senado:2738,ECON.PRESU,ECON,0,0.75,agente:texto,2026-09-06T13:33:57Z
acta,argentinadatos:senado:2738,ENER.HIDRO,ENER,1,0.75,agente:texto,2026-09-06T13:33:57Z
acta,argentinadatos:senado:2739,AUX.TRAMITE,AUX,1,0.95,agente:texto,2026-09-06T14:52:03Z
acta,argentinadatos:senado:2740,DERSOC.NINEZ,DERSOC,0,0.95,agente:texto,2026-09-06T13:31:03Z
acta,argentinadatos:senado:2740,JUST.JUDIC,JUST,0,0.95,agente:texto,2026-09-06T13:31:03Z
acta,argentinadatos:senado:2740,JUST.PENALJUV,JUST,1,0.95,agente:texto,2026-09-06T13:31:03Z
acta,argentinadatos:senado:2741,JUST.JUDIC,JUST,0,0.95,agente:texto,2026-09-06T13:40:47Z
acta,argentinadatos:senado:2741,JUST.PENALJUV,JUST,1,0.95,agente:texto,2026-09-06T13:40:47Z
acta,argentinadatos:senado:2742,JUST.PENALJUV,JUST,1,0.95,agente:texto,2026-09-06T14:21:39Z
acta,argentinadatos:senado:2744,JUST.PENALJUV,JUST,1,0.95,agente:texto,2026-09-06T14:20:35Z
acta,argentinadatos:senado:2753,DEF.DEFENSA,DEF,0,0.95,agente:texto,2026-09-06T14:06:03Z
acta,argentinadatos:senado:2753,DEF.TRATADO,DEF,1,0.95,agente:texto,2026-09-06T14:06:03Z
acta,argentinadatos:senado:2753,DERSOC.DDHH,DERSOC,0,0.95,agente:texto,2026-09-06T14:06:03Z
acta,argentinadatos:senado:2758,AUX.TRAMITE,AUX,1,0.95,agente:texto,2026-09-06T13:30:39Z
acta,argentinadatos:senado:2759,CULT.CULTURA,CULT,1,0.95,agente:texto,2026-09-06T14:48:33Z
acta,argentinadatos:senado:2759,DESREG.DESECO,DESREG,0,0.95,agente:texto,2026-09-06T14:48:33Z
acta,argentinadatos:senado:2760,DESREG.EMPUB,DESREG,0,0.95,agente:texto,2026-09-06T14:24:00Z
acta,argentinadatos:senado:2760,PROD.AGRO,PROD,1,0.95,agente:texto,2026-09-06T14:24:00Z
acta,argentinadatos:senado:2760,PROD.COMEX,PROD,0,0.95,agente:texto,2026-09-06T14:24:00Z
acta,argentinadatos:senado:2762,AUX.TRAMITE,AUX,1,0.95,agente:texto,2026-09-06T13:46:02Z
acta,argentinadatos:senado:2764,AUX.TRAMITE,AUX,1,0.95,agente:texto,2026-09-06T13:53:07Z
acta,argentinadatos:senado:2766,AUX.TRAMITE,AUX,1,0.95,agente:texto,2026-09-06T13:28:48Z
acta,argentinadatos:senado:2768,AUX.TRAMITE,AUX,0,0.95,agente:texto,2026-09-06T14:06:08Z
acta,argentinadatos:senado:2768,JUST.JUDIC,JUST,1,0.95,agente:texto,2026-09-06T14:06:08Z
acta,argentinadatos:senado:2782,CYT.INNOV,CYT,0,0.95,agente:texto,2026-09-06T13:34:48Z
acta,argentinadatos:senado:2782,DESREG.DESECO,DESREG,0,0.95,agente:texto,2026-09-06T13:34:48Z
acta,argentinadatos:senado:2782,ECON.TRIB,ECON,1,0.95,agente:texto,2026-09-06T13:34:48Z
acta,argentinadatos:senado:2786,AUX.TRAMITE,AUX,1,0.95,agente:texto,2026-09-06T14:12:23Z
acta,argentinadatos:senado:2788,DESREG.EMPUB,DESREG,0,0.85,agente:texto,2026-09-06T14:17:34Z
acta,argentinadatos:senado:2788,ENER.COMBUS,ENER,1,0.85,agente:texto,2026-09-06T14:17:34Z
acta,argentinadatos:senado:2788,ENER.TARIFA,ENER,0,0.85,agente:texto,2026-09-06T14:17:34Z
acta,argentinadatos:senado:2788,JUST.CIVCOM,JUST,0,0.85,agente:texto,2026-09-06T14:17:34Z
acta,argentinadatos:senado:2789,AUX.TRAMITE,AUX,1,0.95,agente:texto,2026-09-06T13:56:27Z
acta,argentinadatos:senado:2790,AUX.TRAMITE,AUX,1,0.95,agente:texto,2026-09-06T13:28:34Z
acta,ckan_diputados:1,DEF.DEFENSA,DEF,0,0.95,agente:texto,2026-07-22T20:47:43Z
acta,ckan_diputados:1,TRAB.PREV,TRAB,1,0.95,agente:texto,2026-07-22T20:47:43Z
acta,ckan_diputados:10,AUX.TRAMITE,AUX,1,0.95,agente:texto,2026-07-22T21:05:14Z
acta,ckan_diputados:100,ECON.PRESU,ECON,1,0.95,agente:texto,2026-07-22T20:51:44Z
acta,ckan_diputados:101,ECON.PRESU,ECON,1,0.95,agente:texto,2026-07-22T20:55:42Z
acta,ckan_diputados:102,JUST.CIVCOM,JUST,1,0.98,agente:texto,2026-07-22T21:05:24Z
acta,ckan_diputados:103,DEF.TRATADO,DEF,0,0.75,agente:texto,2026-07-22T20:32:56Z
acta,ckan_diputados:103,ECON.DEUDA,ECON,1,0.75,agente:texto,2026-07-22T20:32:56Z
acta,ckan_diputados:103,INFRA.OBRA,INFRA,0,0.75,agente:texto,2026-07-22T20:32:56Z
acta,ckan_diputados:104,DESREG.DESECO,DESREG,1,0.7,agente:texto,2026-07-22T20:51:41Z
acta,ckan_diputados:104,ECON.TRIB,ECON,0,0.7,agente:texto,2026-07-22T20:51:41Z
acta,ckan_diputados:104,JUST.CIVCOM,JUST,0,0.7,agente:texto,2026-07-22T20:51:41Z
acta,ckan_diputados:104,PROD.COMEX,PROD,0,0.7,agente:texto,2026-07-22T20:51:41Z
acta,ckan_diputados:105,DESREG.MODEST,DESREG,1,0.6,agente:texto,2026-07-22T21:01:44Z
acta,ckan_diputados:105,ECON.TRIB,ECON,0,0.6,agente:texto,2026-07-22T21:01:44Z
acta,ckan_diputados:105,POLINST.ETICA,POLINST,0,0.6,agente:texto,2026-07-22T21:01:44Z
acta,ckan_diputados:106,DESREG.SOCIED,DESREG,0,0.85,agente:texto,2026-07-22T21:06:02Z
acta,ckan_diputados:106,JUST.CIVCOM,JUST,1,0.85,agente:texto,2026-07-22T21:06:02Z
acta,ckan_diputados:107,DEF.DEFENSA,DEF,1,0.95,agente:texto,2026-07-22T20:39:15Z
acta,ckan_diputados:107,DEF.EXTERIOR,DEF,0,0.95,agente:texto,2026-07-22T20:39:15Z
acta,ckan_diputados:107,DEF.TRATADO,DEF,0,0.95,agente:texto,2026-07-22T20:39:15Z
acta,ckan_diputados:108,AUX.HOMENAJE,AUX,1,0.9,agente:texto,2026-07-22T20:34:30Z
acta,ckan_diputados:109,AUX.HOMENAJE,AUX,0,0.95,agente:texto,2026-07-22T20:34:27Z
acta,ckan_diputados:109,ECON.DEUDA,ECON,1,0.95,agente:texto,2026-07-22T20:34:27Z
acta,ckan_diputados:11,DESREG.EMPUB,DESREG,1,0.9,agente:texto,2026-07-22T21:02:41Z
acta,ckan_diputados:11,DESREG.MODEST,DESREG,0,0.9,agente:texto,2026-07-22T21:02:41Z
acta,ckan_diputados:11,POLINST.ORGEST,POLINST,0,0.9,agente:texto,2026-07-22T21:02:41Z
acta,ckan_diputados:110,AUX.HOMENAJE,AUX,0,0.95,agente:texto,2026-07-22T20:34:33Z
acta,ckan_diputados:110,ECON.DEUDA,ECON,1,0.95,agente:texto,2026-07-22T20:34:33Z
acta,ckan_diputados:111,AUX.HOMENAJE,AUX,1,0.95,agente:texto,2026-07-22T21:02:51Z
acta,ckan_diputados:112,DESSOC.PNC,DESSOC,0,0.95,agente:texto,2026-07-22T20:38:21Z
acta,ckan_diputados:112,ECON.DEUDA,ECON,0,0.95,agente:texto,2026-07-22T20:38:21Z
acta,ckan_diputados:112,TRAB.PREV,TRAB,1,0.95,agente:texto,2026-07-22T20:38:21Z
acta,ckan_diputados:113,DEF.TRATADO,DEF,1,0.95,agente:texto,2026-07-22T20:29:00Z
acta,ckan_diputados:113,JUST.PENAL,JUST,0,0.95,agente:texto,2026-07-22T20:29:00Z
acta,ckan_diputados:114,DEF.TRATADO,DEF,1,0.95,agente:texto,2026-07-22T20:36:10Z
acta,ckan_diputados:114,PROD.AGRO,PROD,0,0.95,agente:texto,2026-07-22T20:36:10Z
acta,ckan_diputados:114,TRAB.LABOR,TRAB,0,0.95,agente:texto,2026-07-22T20:36:10Z
acta,ckan_diputados:115,TRAB.LABOR,TRAB,1,0.95,agente:texto,2026-07-22T20:44:42Z
acta,ckan_diputados:116,DESREG.MODEST,DESREG,0,0.75,agente:texto,2026-07-22T20:48:23Z
acta,ckan_diputados:116,JUST.JUDIC,JUST,1,0.75,agente:texto,2026-07-22T20:48:23Z
acta,ckan_diputados:116,POLINST.ORGEST,POLINST,0,0.75,agente:texto,2026-07-22T20:48:23Z
acta,ckan_diputados:117,DESREG.DESECO,DESREG,0,0.85,agente:texto,2026-07-22T20:29:55Z
acta,ckan_diputados:117,EDU.BASICA,EDU,1,0.85,agente:texto,2026-07-22T20:29:55Z
acta,ckan_diputados:117,EDU.SUPERIOR,EDU,0,0.85,agente:texto,2026-07-22T20:29:55Z
acta,ckan_diputados:117,TRAB.EMPLEOPUB,TRAB,0,0.85,agente:texto,2026-07-22T20:29:55Z
acta,ckan_diputados:118,DEF.TRATADO,DEF,1,0.85,agente:texto,2026-07-22T20:52:27Z
acta,ckan_diputados:118,ECON.MON,ECON,0,0.85,agente:texto,2026-07-22T20:52:27Z
acta,ckan_diputados:118,JUST.CIVCOM,JUST,0,0.85,agente:texto,2026-07-22T20:52:27Z
acta,ckan_diputados:119,DEF.DEFENSA,DEF,1,0.95,agente:texto,2026-07-22T20:30:53Z
acta,ckan_diputados:119,DEF.TRATADO,DEF,0,0.95,agente:texto,2026-07-22T20:30:53Z
acta,ckan_diputados:12,CYT.PI,CYT,1,0.95,agente:texto,2026-07-22T20:30:17Z
acta,ckan_diputados:12,DEF.TRATADO,DEF,0,0.95,agente:texto,2026-07-22T20:30:17Z
acta,ckan_diputados:12,DESREG.SOCIED,DESREG,0,0.95,agente:texto,2026-07-22T20:30:17Z
acta,ckan_diputados:120,AUX.TRAMITE,AUX,0,0.95,agente:texto,2026-07-22T20:35:58Z
acta,ckan_diputados:120,CULT.CULTURA,CULT,1,0.95,agente:texto,2026-07-22T20:35:58Z
acta,ckan_diputados:120,INFRA.OBRA,INFRA,0,0.95,agente:texto,2026-07-22T20:35:58Z
acta,ckan_diputados:121,JUST.SEGINT,JUST,1,0.7,agente:texto,2026-07-22T20:50:48Z
acta,ckan_diputados:121,TRAB.EMPLEOPUB,TRAB,0,0.7,agente:texto,2026-07-22T20:50:48Z
acta,ckan_diputados:121,TRAB.PREV,TRAB,0,0.7,agente:texto,2026-07-22T20:50:48Z
acta,ckan_diputados:122,DERSOC.DDHH,DERSOC,1,0.95,agente:texto,2026-07-22T20:28:57Z
acta,ckan_diputados:122,DESSOC.ASIST,DESSOC,0,0.95,agente:texto,2026-07-22T20:28:57Z
acta,ckan_diputados:122,ECON.PRESU,ECON,0,0.95,agente:texto,2026-07-22T20:28:57Z
acta,ckan_diputados:123,AUX.TRAMITE,AUX,1,0.95,agente:texto,2026-07-22T20:35:55Z
acta,ckan_diputados:124,ECON.EMERG,ECON,1,0.85,agente:texto,2026-07-22T21:02:21Z
acta,ckan_diputados:124,TRAB.LABOR,TRAB,0,0.85,agente:texto,2026-07-22T21:02:21Z
acta,ckan_diputados:125,DEF.DEFENSA,DEF,0,0.85,agente:texto,2026-07-22T20:42:25Z
acta,ckan_diputados:125,DERSOC.DDHH,DERSOC,1,0.85,agente:texto,2026-07-22T20:42:25Z
acta,ckan_diputados:125,JUST.CIVCOM,JUST,0,0.85,agente:texto,2026-07-22T20:42:25Z
acta,ckan_diputados:126,AUX.HOMENAJE,AUX,1,0.95,agente:texto,2026-07-22T21:00:06Z
acta,ckan_diputados:127,AUX.HOMENAJE,AUX,1,0.95,agente:texto,2026-07-22T21:04:06Z
acta,ckan_diputados:128,DEF.TRATADO,DEF,1,0.95,agente:texto,2026-07-22T20:33:11Z
acta,ckan_diputados:128,DERSOC.DDHH,DERSOC,0,0.95,agente:texto,2026-07-22T20:33:11Z
acta,ckan_diputados:129,AMB.RESID,AMB,1,0.95,agente:texto,2026-07-22T20:39:37Z
acta,ckan_diputados:129,ECON.TRIB,ECON,0,0.95,agente:texto,2026-07-22T20:39:37Z
